words,00s,10s,20s,50s,60s,70s,80s,90s
collapsed,0,0,1,0,0,0,0,0
collar,1,1,1,0,1,1,0,0
collateral,1,0,0,0,0,0,0,0
colleague,2,0,1,0,0,0,0,0
colleagues,1,0,0,0,0,0,0,0
collect,1,1,1,0,0,2,2,0
collecting,1,0,1,0,0,0,0,0
collection,1,0,4,0,0,0,0,1
collective,1,0,0,0,0,0,0,0
collectively,0,0,1,0,0,0,0,0
collector,1,0,1,0,0,0,0,0
college,1,1,0,0,0,2,0,0
collide,0,0,1,0,0,0,0,0
collie,0,0,1,0,0,0,0,0
colligation,0,0,1,0,0,0,0,0
collins,0,0,1,0,0,1,0,0
collision,0,0,1,0,0,0,0,0
cologne,1,0,0,0,0,0,0,1
colonel,2,0,0,0,0,0,0,0
colonial,1,0,0,0,0,0,0,0
colonnade,0,0,0,0,0,1,0,0
colony,1,0,0,0,0,0,0,0
color,1,1,5,0,0,0,2,2
colorado,0,0,1,0,0,0,0,0
colored,0,1,1,0,0,2,0,1
colorful,0,0,0,0,1,0,0,0
colorfully,0,0,1,0,0,0,0,0
coloring,0,0,1,0,0,0,0,0
colorless,0,0,1,0,0,0,0,0
colorspecies,0,0,1,0,0,0,0,0
colossal,1,0,0,0,0,0,0,0
colour,3,0,1,0,2,2,1,0
coloured,1,0,1,0,0,1,0,0
colouring,1,0,0,0,0,0,0,0
colourless,0,0,0,0,0,1,0,0
colpron,0,0,0,0,0,0,0,1
coltrane,0,0,1,0,0,0,0,0
columbia,0,0,1,0,0,0,0,0
column,1,0,0,0,0,0,0,0
comb,1,0,1,0,1,1,0,0
combat,1,0,0,0,0,1,1,0
combatant,1,0,0,0,0,0,0,0
combed,0,0,0,0,0,0,1,0
combinable,0,0,1,0,0,0,0,0
combination,1,0,1,0,0,0,0,0
combine,1,0,0,0,0,1,0,0
combined,1,0,1,0,0,0,0,0
combing,2,0,0,0,0,0,0,0
combining,1,0,0,0,0,0,0,0
combray,2,0,0,0,0,0,0,0
combustible,0,0,1,0,0,0,0,0
combustion,1,0,0,0,0,0,0,0
come,26,4,5,1,32,55,24,34
comedian,2,0,1,0,0,0,0,0
comedy,1,0,0,0,0,0,0,0
comer,0,0,1,0,0,0,0,0
comers,1,0,0,0,0,0,0,0
comet,1,0,0,0,0,0,0,0
comethru,0,0,1,0,0,0,0,0
comfitbox,1,0,0,0,0,0,0,0
comfort,2,0,1,0,0,3,0,2
comfortable,1,0,2,0,0,0,0,0
comfortably,1,0,0,0,0,1,0,0
comforted,1,0,0,0,0,0,0,0
comic,2,0,1,0,0,1,0,0
comical,0,0,1,0,0,0,0,0
comin,3,0,1,0,0,6,1,3
coming,9,2,4,1,2,18,7,4
comma,0,0,0,0,0,1,0,0
command,1,0,2,0,0,0,0,1
commanded,1,0,0,0,0,0,0,0
commander,1,0,0,0,0,0,0,0
commanding,1,0,2,0,0,0,0,0
commando,0,0,1,0,0,0,0,0
comme,0,0,0,0,0,0,0,1
commemorating,0,0,1,0,0,0,0,0
commemorative,1,0,0,0,0,0,0,0
commencing,0,0,0,0,1,0,0,0
commend,1,0,0,0,0,0,0,0
commensurable,0,0,1,0,0,0,0,0
commensurate,0,0,1,0,0,0,0,0
commensuration,0,0,1,0,0,0,0,0
comment,1,0,0,0,0,1,0,0
commentary,0,0,1,0,0,0,0,0
commentator,0,0,1,0,0,0,0,0
commented,1,0,0,0,0,0,0,0
commerce,1,0,0,0,0,0,0,0
commercial,0,0,2,0,0,1,0,0
commingling,0,0,1,0,0,0,0,0
commiserates,1,0,0,0,0,0,0,0
commiserating,0,0,1,0,0,0,0,1
commiseration,1,0,0,0,0,0,0,0
commissary,0,0,1,0,0,0,0,0
commission,1,0,0,0,0,1,0,0
commit,1,1,0,0,0,1,0,0
committed,1,1,0,0,0,1,0,0
committee,1,0,0,0,0,0,0,0
commode,0,0,1,0,0,0,0,1
common,1,0,3,0,0,3,1,1
commoner,1,0,0,0,0,0,0,0
commonly,1,0,1,0,0,0,0,0
commonplace,1,0,0,0,0,0,0,0
commotion,2,0,1,0,0,0,0,0
communed,0,0,0,0,0,1,0,0
communicate,1,0,1,0,0,1,0,0
communicated,1,0,1,0,0,0,0,0
communicates,0,0,1,0,0,0,0,0
communicating,0,0,1,0,0,0,0,0
communication,1,0,1,0,0,0,0,0
communicator,1,0,1,0,0,0,0,0
communion,1,0,0,0,0,1,0,0
community,1,0,2,0,0,1,0,0
compact,1,1,0,0,0,0,0,0
compactness,0,0,1,0,0,0,0,0
companion,1,0,0,0,0,1,1,1
companionship,0,0,0,0,0,1,0,1
company,2,2,4,1,1,1,1,2
comparable,1,0,1,0,0,0,0,0
comparative,1,0,0,0,0,0,0,0
comparatively,1,0,0,0,0,0,0,0
compare,1,0,2,0,1,0,0,1
compared,1,0,1,0,0,1,0,0
comparing,0,0,1,0,0,0,0,0
comparison,1,0,1,0,0,0,0,0
compartment,1,0,0,0,0,0,0,0
compass,1,0,0,0,0,0,0,0
compassion,0,0,0,0,0,1,0,0
compassionate,1,0,0,0,0,0,0,0
compatible,0,0,0,0,0,0,1,0
compatriot,1,0,0,0,0,0,0,0
compel,0,0,1,0,0,0,0,0
compelled,1,0,2,0,0,0,0,0
compelling,1,0,2,0,0,0,0,0
compels,1,0,1,0,0,0,0,0
compendium,1,0,0,0,0,0,0,0
compensating,1,0,0,0,0,0,0,0
compensation,1,0,0,0,0,0,0,0
compete,1,1,0,0,0,0,1,0
competence,1,0,1,0,0,0,0,0
competency,0,0,1,0,0,0,0,0
competent,1,0,0,0,0,0,0,0
competition,0,0,0,0,0,1,0,1
competitor,1,0,0,0,0,0,0,0
compiain,0,0,0,0,0,0,0,1
compiaining,0,0,0,0,0,0,0,1
compiete,0,0,0,0,0,0,0,1
compile,1,0,0,0,0,0,0,0
complacently,1,0,0,0,0,0,0,0
complain,0,0,0,0,0,2,0,2
complained,1,0,0,0,0,0,0,0
complainin,0,0,0,0,0,0,1,0
complaining,1,0,0,0,0,0,0,0
complains,1,0,0,0,0,0,0,0
complaint,1,0,0,0,0,0,0,1
complement,1,0,1,0,0,0,0,0
complete,3,1,4,0,1,2,1,0
completed,1,0,1,0,0,0,0,0
completely,2,1,3,0,0,2,0,0
completeness,0,0,1,0,0,0,0,0
completes,0,0,1,0,0,0,0,0
completing,0,0,1,0,0,0,0,0
completion,2,0,1,0,0,0,0,0
complex,1,0,1,0,0,1,0,0
complexion,1,0,1,0,0,0,0,0
complexity,1,0,0,0,0,0,0,0
complicate,0,0,0,0,0,0,0,2
complicated,2,0,0,0,0,0,0,0
complication,0,0,0,0,0,1,0,1
complies,0,0,1,0,0,0,0,0
compliment,1,0,0,0,0,0,0,0
component,1,0,0,0,0,0,0,0
comportementales,0,0,0,0,0,0,0,1
compose,1,0,1,0,0,0,0,0
composed,1,0,1,0,0,1,0,0
composer,1,0,0,0,0,0,0,0
composes,0,0,1,0,0,0,0,0
composing,1,0,0,0,0,0,0,1
composite,1,0,1,0,0,0,0,0
compositely,0,0,1,0,0,0,0,0
composition,1,0,1,0,0,0,0,0
compound,0,1,0,0,0,1,0,0
compounded,1,0,1,0,0,0,0,0
comprehend,0,0,1,0,0,1,0,0
comprehends,0,0,1,0,0,0,0,0
comprehensible,1,0,0,0,0,0,0,0
comprehension,1,0,1,0,0,0,0,0
comprehensive,1,0,1,0,0,0,0,0
comprehensively,1,0,0,0,0,0,0,0
compressed,1,0,0,0,0,0,0,0
comprised,1,0,1,0,0,0,0,0
comprises,0,0,1,0,0,0,0,0
compromise,1,1,0,0,1,0,1,0
compromised,1,0,0,0,0,0,0,0
compton,0,0,1,0,0,0,0,0
compulsion,1,0,0,0,0,0,0,0
compunction,1,0,0,0,0,0,0,0
computer,0,1,3,0,0,0,0,1
comrade,1,0,0,0,0,0,0,0
comte,1,0,0,0,0,0,0,0
comtesse,2,0,0,0,0,0,0,0
comté,0,0,0,0,0,0,0,1
con,1,0,1,0,0,0,0,0
conceal,1,0,0,0,1,0,0,0
concealed,1,0,1,0,0,0,0,0
concealing,1,1,0,0,0,0,0,0
conceals,0,0,1,0,0,0,0,0
concede,0,0,1,0,0,0,0,0
conceded,0,0,1,0,0,0,0,0
conceit,1,0,0,0,0,1,0,0
conceited,1,0,0,0,0,0,0,0
conceivable,1,0,0,0,0,0,0,0
conceivably,0,0,1,0,0,0,0,0
conceive,1,0,0,0,0,0,0,0
conceived,1,0,1,0,0,1,0,0
conceives,0,0,1,0,0,0,0,0
conceiving,1,0,0,0,0,0,0,0
concentrated,1,0,1,0,0,0,0,0
concentration,1,0,0,0,0,0,0,0
concept,0,0,1,0,0,0,0,0
conception,1,0,2,0,0,1,0,0
concern,1,0,3,0,0,0,0,0
concerned,1,0,3,0,0,0,0,0
concerning,0,0,1,0,0,0,0,0
concert,1,0,0,0,0,0,1,0
concerthall,1,0,0,0,0,0,0,0
concession,1,0,1,0,0,0,0,0
conciliate,1,0,0,0,0,0,0,0
concinit,0,0,0,0,0,1,0,0
concise,0,0,1,0,0,1,0,0
conclude,1,0,1,0,0,0,0,0
concluded,1,0,1,0,0,0,0,0
concludes,0,0,1,0,0,0,0,0
conclusion,1,0,1,0,0,0,1,0
conclusionfor,0,0,1,0,0,0,0,0
conclusive,0,0,1,0,0,0,0,0
conclusively,0,0,0,0,0,1,0,0
conclusiveness,0,0,1,0,0,0,0,0
concocting,1,0,0,0,0,0,0,0
concorde,1,0,0,0,0,0,0,0
concrete,1,1,0,0,0,2,0,1
concupiscence,1,0,2,0,0,0,0,0
concupiscent,0,0,1,0,0,0,0,0
concupiscible,0,0,1,0,0,0,0,0
concurred,1,0,0,0,0,0,0,0
concurrence,0,0,1,0,0,0,0,0
concurrent,0,0,1,0,0,0,0,0
concurrently,0,0,1,0,0,0,0,0
condemnation,1,0,0,0,0,0,0,0
condemned,1,0,0,0,0,1,0,0
condemning,1,0,0,0,0,0,0,0
condensation,1,0,0,0,0,0,0,0
condescend,1,0,0,0,0,0,0,0
condescending,1,0,0,0,0,0,0,0
condition,2,0,1,0,0,1,0,0
conditional,1,0,1,0,0,0,0,0
conditionally,0,0,1,0,0,0,0,0
conditioned,0,0,0,0,0,0,1,0
condo,0,1,1,0,0,0,0,0
condolence,1,0,0,0,0,0,0,0
condones,0,0,0,0,0,1,0,0
conduces,0,0,1,0,0,0,0,0
conducive,1,0,1,0,0,0,0,0
conduct,1,1,1,0,0,0,0,0
conducted,1,0,0,0,0,0,0,0
conductor,1,0,0,0,0,1,0,0
conduit,0,0,1,0,0,0,0,0
condé,1,0,0,0,0,0,0,0
cone,1,0,1,0,0,0,0,0
conexão,0,0,1,0,0,0,0,0
confer,1,0,1,0,0,0,0,0
conferred,1,0,0,0,0,0,0,0
conferring,1,0,0,0,0,1,0,0
confers,0,0,2,0,0,0,0,0
confess,2,0,0,0,0,1,0,1
confessed,1,0,0,0,0,1,0,0
confesses,0,0,1,0,0,0,0,0
confessing,1,0,0,0,0,0,0,0
confession,2,0,0,0,0,1,0,0
confessional,1,0,0,0,0,0,0,0
confessor,1,0,0,0,0,1,0,0
confetti,0,0,1,0,0,0,0,0
confidant,1,0,0,0,0,0,0,0
confide,0,0,0,0,0,0,0,1
confided,1,0,0,0,0,0,0,0
confidence,2,0,0,0,0,1,0,0
confident,1,1,1,0,0,0,0,0
confidential,1,0,0,0,0,0,0,0
confidentially,1,0,0,0,0,0,0,0
configuration,0,0,1,0,0,0,0,0
configured,0,0,1,0,0,0,0,0
confine,1,0,1,0,0,0,0,0
confined,2,0,1,0,0,0,0,0
confinement,1,0,0,0,0,0,0,0
confines,0,0,1,0,0,0,0,0
confining,1,0,0,0,0,0,0,0
confirm,0,0,1,0,0,0,0,0
confirmation,1,0,0,0,0,0,0,0
confirmed,1,0,1,0,0,0,0,0
confirmer,0,0,0,0,0,0,0,1
confirms,0,0,1,0,0,0,0,0
conflict,1,0,2,0,0,0,0,0
conflicting,1,0,0,0,0,0,0,0
conform,1,0,0,0,0,0,0,0
conformably,0,0,1,0,0,0,0,0
conformed,0,0,1,0,0,0,0,0
conformity,0,0,1,0,0,0,0,0
conforms,1,0,0,0,0,0,0,0
confounded,1,0,0,0,0,1,0,0
confront,0,0,2,0,0,0,0,1
confrontation,0,0,1,0,0,0,0,1
confronted,1,0,0,0,0,0,0,0
confronting,0,0,1,0,0,0,0,0
confronts,0,0,1,0,0,0,0,0
confuse,1,0,0,0,0,1,0,0
confused,2,1,2,0,2,1,1,0
confusin,0,0,0,0,1,0,0,0
confusing,2,0,0,0,0,0,0,0
confusion,2,0,0,0,1,2,0,1
cong,1,0,0,0,0,0,1,0
congestion,1,0,0,0,0,0,0,0
congratulate,1,0,0,0,0,0,0,0
congratulating,1,0,0,0,0,0,0,0
congruent,0,0,1,0,0,0,0,0
conifère,0,0,0,0,0,0,0,1
conjecture,1,0,0,0,0,0,0,0
conjectured,1,0,0,0,0,0,0,0
conjugal,0,0,1,0,0,0,0,0
conjunction,0,0,1,0,0,0,0,0
conjurer,1,0,0,0,0,0,0,0
connatural,0,0,1,0,0,0,0,0
connect,0,1,0,0,0,0,0,0
connected,1,1,3,0,0,0,0,1
connecting,1,0,0,0,0,0,0,0
connection,0,0,2,0,1,1,0,1
connexion,1,0,0,0,0,1,0,0
connie,0,0,0,0,0,1,0,0
connivance,1,0,0,0,0,0,0,0
connotation,1,0,0,0,0,1,0,0
connotes,1,0,0,0,0,0,0,0
conquer,0,0,0,0,0,1,0,0
conquered,0,0,1,0,0,0,0,0
conquest,1,0,0,0,0,0,0,0
conscience,1,0,0,0,0,3,0,0
conscious,1,0,0,0,0,1,0,0
consciousness,1,0,0,0,0,1,0,0
consecrated,1,0,0,0,0,0,0,0
consecrative,1,0,0,0,0,0,0,0
consecutive,1,0,0,0,0,0,0,0
consecutively,1,0,0,0,0,0,0,0
consent,1,0,0,0,0,0,0,0
consented,1,0,0,0,0,0,0,0
consenting,1,0,0,0,0,0,0,0
consequence,1,0,1,0,0,0,0,3
consequent,0,0,1,0,0,0,0,0
consequently,1,0,1,0,0,0,0,0
conservative,1,0,0,0,0,0,0,0
conservatoire,1,0,0,0,0,0,0,0
consider,2,1,2,0,0,2,0,0
considerable,1,0,0,0,0,0,0,0
considerably,1,0,0,0,0,0,0,0
considerate,1,0,0,0,0,0,0,0
consideration,1,0,1,0,0,0,0,0
considerations,1,0,0,0,0,0,0,0
considered,1,0,2,0,0,0,0,0
considering,1,0,1,0,0,0,0,0
considers,1,0,1,0,0,0,0,0
consigned,1,0,0,0,0,0,0,0
consigning,1,0,0,0,0,0,0,0
consist,0,0,1,0,0,0,0,0
consisted,1,0,0,0,0,0,0,0
consistent,1,0,1,0,0,0,0,0
consistently,0,0,1,0,0,0,0,0
consisting,0,0,2,0,0,0,0,0
consists,1,0,2,0,0,0,0,0
consolation,1,0,0,0,1,1,0,1
console,1,0,1,0,0,0,0,0
consoled,0,0,1,0,0,0,0,0
consolidated,0,0,1,0,0,0,0,0
consonant,0,0,1,0,0,0,0,0
consonantia,0,0,0,0,0,1,0,0
conspicuous,1,0,0,0,0,0,0,0
conspicuously,0,0,1,0,0,0,0,0
conspiracy,2,0,1,0,0,0,0,0
conspiratorially,0,0,1,0,0,0,0,0
conspire,1,0,0,0,0,0,0,0
constabulary,0,0,0,0,0,1,0,0
constance,0,0,0,0,0,0,0,1
constant,1,0,0,0,0,1,0,1
constantly,2,0,1,0,0,1,0,1
constellation,1,0,0,0,0,0,0,1
consternation,1,0,0,0,0,0,0,0
constituent,0,0,1,0,0,0,0,0
constitute,0,0,1,0,0,0,0,0
constituted,1,0,1,0,0,0,0,0
constitutes,0,0,1,0,0,0,0,0
constituting,0,0,1,0,0,0,0,0
constitution,0,0,0,0,0,2,0,0
constitutional,0,0,0,0,0,1,0,0
constitutive,0,0,1,0,0,0,0,0
constrain,1,0,0,0,0,0,0,0
constraint,1,0,0,0,0,0,0,0
constrictor,1,0,0,0,0,0,0,0
construct,1,0,0,0,0,0,0,0
constructed,1,0,0,0,0,0,0,0
construction,0,1,1,0,0,0,0,0
construe,0,0,0,0,0,1,0,0
consubstantiality,0,0,1,0,0,0,0,0
consult,1,0,0,0,0,0,0,0
consultant,1,0,0,0,0,0,0,0
consultation,1,0,0,0,0,1,0,0
consulting,1,0,0,0,0,0,0,0
consume,1,0,0,0,0,0,0,0
consumed,1,0,0,0,0,1,0,0
consuming,1,0,1,0,0,0,0,0
consummate,1,0,0,0,0,0,0,0
consummation,0,0,1,0,0,0,0,0
consumptive,1,0,0,0,0,1,0,0
contact,1,1,3,0,0,1,1,0
contacting,0,0,1,0,0,0,0,0
contagious,0,0,0,0,0,0,0,1
contain,1,0,1,0,0,1,0,0
contained,1,0,1,0,0,0,0,0
container,0,0,2,0,0,0,0,1
containing,1,0,2,0,0,1,0,0
contains,1,0,1,0,0,1,0,0
contemplate,1,0,1,0,0,0,0,0
contemplatin,1,0,0,0,0,0,0,0
contemplating,2,0,0,0,0,0,0,0
contemplation,1,0,1,0,0,0,0,0
contemplative,0,0,1,0,0,0,0,0
contemporary,1,0,0,0,0,0,0,0
contempt,1,0,1,0,0,1,0,0
contemptuous,1,0,0,0,0,0,0,0
contend,0,0,0,0,0,0,0,1
contender,0,0,0,0,0,1,0,0
content,1,0,0,0,0,2,0,0
contented,1,0,0,0,0,0,0,0
contention,0,0,1,0,0,0,0,0
contentment,0,0,0,0,1,0,0,0
context,1,0,0,0,0,0,0,0
contiguous,1,0,1,0,0,0,0,0
continent,1,0,2,0,0,0,0,0
continental,0,0,0,0,0,0,1,0
contingent,1,0,1,0,0,0,0,0
contingently,0,0,1,0,0,0,0,0
continually,1,0,0,0,0,0,0,0
continuation,0,0,1,0,0,0,0,0
continue,1,0,2,0,0,0,1,1
continued,1,0,1,0,0,1,0,0
continues,1,0,3,0,0,0,0,0
continuing,1,0,2,0,0,0,0,0
continuity,0,0,1,0,0,0,0,0
continuous,1,1,2,0,0,0,0,0
continuously,1,0,1,0,0,0,0,0
continuum,0,0,1,0,0,0,0,0
contorted,1,0,0,0,0,0,0,0
contortionist,0,1,0,0,0,0,0,0
contour,1,1,0,0,0,0,0,0
contract,1,0,0,0,0,1,0,2
contracted,1,0,0,0,0,0,0,0
contracting,1,0,0,0,0,0,0,0
contraction,1,0,2,0,0,0,0,0
contradict,1,0,1,0,0,0,0,0
contradicted,0,0,1,0,0,0,0,0
contradiction,1,0,1,0,0,0,1,0
contradictory,1,0,1,0,0,0,0,0
contradicts,1,0,0,0,0,0,0,0
contrahit,0,0,0,0,0,1,0,0
contraries,0,0,1,0,0,0,0,0
contrariety,0,0,1,0,0,0,0,0
contrariwise,0,0,1,0,0,0,0,0
contrary,1,0,1,0,0,0,0,0
contrast,1,0,1,0,0,0,0,0
contrasted,1,0,0,0,0,0,0,0
contribute,0,0,1,0,0,0,0,0
contributes,0,0,1,0,0,0,0,0
contribution,0,0,0,0,0,1,0,0
contributor,0,0,1,0,0,0,0,0
contrive,1,0,0,0,0,0,0,0
contrived,1,0,1,0,0,0,0,0
contrives,0,0,1,0,0,0,0,0
controi,0,0,0,0,0,0,0,1
control,9,2,5,0,1,2,2,6
controlled,2,1,1,0,0,0,0,2
controller,0,0,1,0,0,0,0,0
controlling,1,0,1,0,0,0,0,0
controverted,1,0,0,0,0,0,0,0
convalescent,1,0,0,0,0,0,0,0
convenient,1,0,0,0,0,0,0,0
convent,1,0,0,0,0,0,0,0
convention,1,0,0,0,0,0,0,0
conventional,1,0,0,0,0,0,0,0
conventionally,1,0,0,0,0,0,0,0
converged,1,0,0,0,0,0,0,0
conversant,1,0,0,0,0,0,0,0
conversation,1,1,2,0,0,2,0,1
conversational,1,0,0,0,0,0,0,0
converse,1,0,1,0,0,0,0,0
conversed,1,0,0,0,0,0,0,0
conversely,1,0,1,0,0,0,0,0
conversing,0,0,0,0,0,1,0,0
conversion,1,0,0,0,0,1,0,0
convert,0,0,0,0,0,1,0,0
converted,0,0,0,0,0,1,0,0
convertible,0,0,1,0,0,0,0,0
convexity,1,0,0,0,0,0,0,0
convey,1,0,0,0,0,0,0,0
conveyed,1,0,1,0,0,0,0,0
conveyer,0,0,1,0,0,0,0,0
conveys,1,0,1,0,0,0,0,0
convict,1,0,0,0,0,0,0,0
convicted,1,0,0,0,0,0,0,0
conviction,3,0,0,0,0,1,0,0
convince,1,0,1,0,0,0,0,0
convinced,2,0,3,0,0,0,0,0
convinces,1,0,0,0,0,0,0,0
convincing,1,0,0,0,0,0,0,0
convulse,1,0,1,0,0,0,0,0
convulsed,1,0,0,0,0,0,0,0
convulses,0,0,1,0,0,0,0,0
convulsion,1,0,0,0,0,0,0,0
convulsive,1,0,0,0,0,0,0,0
coochie,0,0,1,0,0,0,0,0
cooiing,0,0,0,0,0,0,0,1
cooing,1,0,0,0,0,0,0,0
cook,1,1,0,0,0,1,0,0
cooke,0,0,1,0,0,0,0,0
cooked,1,0,0,0,0,0,0,0
cooker,0,0,0,0,0,1,0,0
cookie,0,0,1,0,0,0,0,0
cookin,0,0,1,0,0,0,0,0
cookout,0,0,0,0,0,0,1,0
cooky,1,0,0,0,0,0,0,0
cool,4,1,3,0,2,8,9,3
cooled,1,0,0,0,0,0,0,0
cooler,1,0,1,0,0,0,0,0
coolest,0,0,1,0,0,0,0,0
coolin,0,0,1,0,1,0,0,0
cooling,0,0,1,0,0,0,0,0
coolly,0,0,1,0,0,0,0,0
coolness,1,0,0,0,0,0,0,0
coonskin,0,0,0,0,1,0,0,0
coop,0,0,0,0,0,0,0,2
cooper,0,0,1,0,0,0,0,1
cooperate,0,0,1,0,0,0,0,0
cooperates,0,0,1,0,0,0,0,0
cooperating,0,1,1,0,0,0,0,0
cop,1,1,2,0,1,2,0,1
copacabana,0,0,1,0,0,0,0,0
cope,0,0,1,0,0,0,0,0
copied,1,0,0,0,0,1,0,0
copper,1,0,0,0,0,0,0,0
cops,0,0,0,0,0,1,0,0
copt,0,0,0,0,0,1,0,0
copy,2,0,2,0,0,1,0,1
copybook,0,0,0,0,0,1,0,0
copying,1,0,0,0,0,0,0,0
coquetry,1,0,0,0,0,0,0,0
coquettish,1,0,0,0,0,0,0,0
coquito,0,0,1,0,0,0,0,0
corail,0,0,0,0,0,0,0,1
coral,1,0,0,0,0,0,0,0
corbin,0,0,1,0,0,0,0,0
cord,0,0,1,0,0,0,0,0
cordae,0,0,1,0,0,0,0,0
cordelia,1,0,0,0,0,0,0,0
cordial,1,0,0,0,0,0,0,0
cordiality,1,0,0,0,0,0,0,0
cordless,0,1,0,0,0,0,0,0
cordon,1,0,0,0,0,0,0,0
cordova,0,0,1,0,0,0,0,0
core,2,1,0,0,0,0,0,1
corespondent,1,0,0,0,0,0,0,0
cork,0,0,1,0,0,1,0,0
corkscrew,1,0,1,0,0,0,0,0
cormier,0,0,0,0,0,0,0,1
corne,1,0,0,0,0,0,0,0
cornea,1,0,0,0,0,0,0,0
corneille,2,0,0,0,0,0,0,0
cornelius,0,0,0,0,0,1,0,0
corner,1,1,2,1,2,8,0,2
cornfield,1,0,0,0,0,1,0,0
cornflower,1,0,0,0,0,0,0,0
corollary,1,0,0,0,0,0,0,0
corona,1,0,0,0,0,0,0,0
coronation,0,0,0,0,0,0,0,1
coronet,1,0,0,0,0,0,0,0
corp,1,0,0,0,0,0,0,0
corporal,1,0,0,0,0,0,0,0
corporaldog,1,0,0,0,0,0,0,0
corporate,0,0,1,0,0,0,0,0
corporations,1,0,0,0,0,0,0,0
corporeal,1,0,1,0,0,0,0,0
corporeally,0,0,1,0,0,0,0,0
corpse,0,0,1,0,0,0,0,1
corpulent,1,0,0,0,0,0,0,0
corpus,1,0,0,0,0,0,0,0
corral,0,0,1,0,0,0,0,0
correct,2,0,1,0,0,0,0,1
corrected,1,0,0,0,0,0,0,0
correction,1,0,0,0,0,0,0,0
correctional,0,0,1,0,0,0,0,0
correctly,1,0,0,0,0,0,0,0
correctness,1,0,0,0,0,0,0,0
correlating,1,0,0,0,0,0,0,0
correlative,0,0,1,0,0,0,0,0
correspond,1,0,1,0,0,1,0,0
corresponded,1,0,0,0,0,0,0,0
correspondence,1,0,1,0,0,1,0,0
corresponding,1,0,1,0,0,0,0,0
correspondingly,0,0,1,0,0,0,0,0
corresponds,1,0,1,0,0,0,0,0
corridor,1,1,1,0,0,3,0,0
corroded,0,0,0,0,0,1,0,0
corrupt,0,0,1,0,0,0,0,0
corrupted,1,0,1,0,0,0,0,0
corruptible,0,0,4,0,0,0,0,0
corruption,1,0,1,0,0,1,0,0
corruptive,0,0,1,0,0,0,0,0
cosanostra,0,0,1,0,0,0,0,0
cosgrove,0,0,1,0,0,0,0,0
cosmic,1,0,1,0,0,0,0,0
cosmos,0,0,1,0,0,0,0,0
cost,2,1,1,0,1,4,0,1
costco,0,1,0,0,0,0,0,0
costed,0,0,0,0,0,0,0,1
costello,0,0,1,0,0,0,0,0
costing,0,0,0,0,0,0,0,1
costly,1,0,0,0,0,0,0,0
costs,1,0,0,0,0,0,0,0
costume,1,0,0,0,0,0,0,0
cottage,1,0,0,0,0,1,0,0
cottard,1,0,0,0,0,0,0,0
cottards,1,0,0,0,0,0,0,0
cotterd,1,0,0,0,0,0,0,0
cotton,0,1,0,0,0,2,0,0
cottonwool,1,0,0,0,0,0,0,0
couch,1,1,2,0,0,0,0,2
couched,1,0,0,0,0,0,0,0
cougar,0,0,1,0,0,0,0,0
cough,2,0,1,0,1,1,0,1
coughed,1,0,0,0,0,1,0,0
coughing,2,0,0,0,0,0,0,0
couid,0,0,0,0,0,0,0,1
couidnt,0,0,0,0,0,0,0,1
coul,0,0,1,0,0,0,0,0
could,15,1,4,1,11,34,12,21
coulda,0,0,0,0,0,1,0,0
couldda,0,0,1,0,0,0,0,0
couldn,1,1,0,0,0,1,0,0
couldnt,0,0,1,0,0,0,0,0
couldve,1,0,0,0,0,1,0,1
coulel,1,0,0,0,0,0,0,0
couleur,0,0,0,0,0,1,0,0
council,0,0,0,0,0,0,0,1
counsel,1,0,3,0,0,0,0,0
counseling,0,0,1,0,0,0,0,0
counselor,0,0,1,0,0,0,0,0
count,2,0,3,0,1,6,0,1
countdown,0,0,0,0,1,0,1,0
counted,1,0,0,0,0,0,1,0
countenance,1,0,0,0,0,0,0,0
counter,1,1,2,0,1,1,1,0
counterargument,0,0,1,0,0,0,0,0
counterattack,1,0,0,0,0,0,0,0
countered,0,0,1,0,0,0,0,0
counterfeit,1,0,0,0,0,0,0,0
counterfeiting,1,0,0,0,0,0,0,0
counterjumpers,1,0,0,0,0,0,0,0
counterpart,1,0,0,0,0,0,0,0
counterpoint,1,0,0,0,0,0,0,0
counterpoise,1,0,0,0,0,0,0,0
countertruths,1,0,0,0,0,0,0,0
counting,1,0,1,0,0,0,0,0
countless,2,0,0,0,0,0,0,0
country,3,0,4,1,2,2,1,3
countrydance,1,0,0,0,0,0,0,0
countryman,0,0,0,0,0,1,0,0
countryside,1,0,0,0,0,0,0,0
countrywoman,1,0,0,0,0,0,0,0
countship,1,0,0,0,0,0,0,0
county,1,1,2,1,0,1,0,0
coup,1,0,1,0,0,0,0,0
couple,1,1,2,0,0,1,0,2
coupling,0,0,0,0,0,1,0,0
courage,1,0,1,0,0,1,0,0
courageous,1,0,0,0,0,0,0,0
courier,0,0,1,0,0,0,0,0
couros,0,0,1,0,0,0,0,0
course,2,1,3,0,0,3,1,4
coursed,1,0,0,0,0,0,0,0
coursing,1,0,0,0,0,1,0,0
court,1,0,4,0,0,1,1,1
courted,1,0,0,0,0,0,0,0
courteous,1,0,0,0,0,2,0,0
courteously,0,0,1,0,0,0,0,0
courtesan,2,0,0,0,0,0,0,0
courtesy,1,0,0,0,1,1,0,0
courthouse,0,0,0,0,1,0,0,0
courtier,2,0,0,0,0,0,0,0
courtly,1,0,0,0,0,1,0,0
